,file_name,transcription
16420,processed_255_stop_music1,stop music
16421,processed_255_stop_music2,stop music
16422,processed_256_increase_volume1,increase volume
16423,processed_256_increase_volume2,increase volume
16424,processed_256_next_song1,next song
16425,processed_256_next_song2,next song
16426,processed_256_pause_music1,pause music
16427,processed_256_pause_music2,pause music
16428,processed_256_play_spotify1,play spotify
16429,processed_256_play_spotify2,play spotify
16430,processed_256_reduce_volume1,reduce volume
16431,processed_256_reduce_volume2,reduce volume
16432,processed_256_skip_song1,skip song
16433,processed_256_skip_song2,skip song
16434,processed_256_stop_music1,stop music
16435,processed_256_stop_music2,stop music
16436,processed_257_increase_volume1,increase volume
16437,processed_257_increase_volume2,increase volume
16438,processed_257_next_song1,next song
16439,processed_257_next_song2,next song
16440,processed_257_pause_music1,pause music
16441,processed_257_pause_music2,pause music
16442,processed_257_play_spotify1,play spotify
16443,processed_257_play_spotify2,play spotify
16444,processed_257_reduce_volume1,reduce volume
16445,processed_257_reduce_volume2,reduce volume
16446,processed_257_skip_song1,skip song
16447,processed_257_skip_song2,skip song
16448,processed_257_stop_music1,stop music
16449,processed_257_stop_music2,stop music
16450,processed_258_increase_volume1,increase volume
16451,processed_258_increase_volume2,increase volume
16452,processed_258_next_song1,next song
16453,processed_258_next_song2,next song
16454,processed_258_pause_music1,pause music
16455,processed_258_pause_music2,pause music
16456,processed_258_play_spotify1,play spotify
16457,processed_258_play_spotify2,play spotify
16458,processed_258_reduce_volume1,reduce volume
16459,processed_258_reduce_volume2,reduce volume
16460,processed_258_skip_song1,skip song
16461,processed_258_skip_song2,skip song
16462,processed_258_stop_music1,stop music
16463,processed_258_stop_music2,stop music
16464,processed_259_increase_volume1,increase volume
16465,processed_259_increase_volume2,increase volume
16466,processed_259_next_song1,next song
16467,processed_259_next_song2,next song
16468,processed_259_pause_music1,pause music
16469,processed_259_pause_music2,pause music
16470,processed_259_play_spotify1,play spotify
16471,processed_259_play_spotify2,play spotify
16472,processed_259_reduce_volume1,reduce volume
16473,processed_259_reduce_volume2,reduce volume
16474,processed_259_skip_song1,skip song
16475,processed_259_skip_song2,skip song
16476,processed_259_stop_music1,stop music
16477,processed_259_stop_music2,stop music
16478,processed_25_increase_volume1,increase volume
16479,processed_25_increase_volume2,increase volume
16480,processed_25_next_song1,next song
16481,processed_25_next_song2,next song
16482,processed_25_pause_music1,pause music
16483,processed_25_pause_music2,pause music
16484,processed_25_play_spotify1,play spotify
16485,processed_25_play_spotify2,play spotify
16486,processed_25_reduce_volume1,reduce volume
16487,processed_25_reduce_volume2,reduce volume
16488,processed_25_skip_song1,skip song
16489,processed_25_skip_song2,skip song
16490,processed_25_stop_music1,stop music
16491,processed_25_stop_music2,stop music
16492,processed_260_increase_volume1,increase volume
16493,processed_260_increase_volume2,increase volume
16494,processed_260_next_song1,next song
16495,processed_260_next_song2,next song
16496,processed_260_pause_music1,pause music
16497,processed_260_pause_music2,pause music
16498,processed_260_play_spotify1,play spotify
16499,processed_260_play_spotify2,play spotify
16500,processed_260_reduce_volume1,reduce volume
16501,processed_260_reduce_volume2,reduce volume
16502,processed_260_skip_song1,skip song
16503,processed_260_skip_song2,skip song
16504,processed_260_stop_music1,stop music
16505,processed_260_stop_music2,stop music
16506,processed_261_increase_volume1,increase volume
16507,processed_261_increase_volume2,increase volume
16508,processed_261_next_song1,next song
16509,processed_261_next_song2,next song
16510,processed_261_pause_music1,pause music
16511,processed_261_pause_music2,pause music
16512,processed_261_play_spotify1,play spotify
16513,processed_261_play_spotify2,play spotify
16514,processed_261_reduce_volume1,reduce volume
16515,processed_261_reduce_volume2,reduce volume
16516,processed_261_skip_song1,skip song
16517,processed_261_skip_song2,skip song
16518,processed_261_stop_music1,stop music
16519,processed_261_stop_music2,stop music
16520,processed_262_increase_volume1,increase volume
16521,processed_262_increase_volume2,increase volume
16522,processed_262_next_song1,next song
16523,processed_262_next_song2,next song
16524,processed_262_pause_music1,pause music
16525,processed_262_pause_music2,pause music
16526,processed_262_play_spotify1,play spotify
16527,processed_262_play_spotify2,play spotify
16528,processed_262_reduce_volume1,reduce volume
16529,processed_262_reduce_volume2,reduce volume
16530,processed_262_skip_song1,skip song
16531,processed_262_skip_song2,skip song
16532,processed_262_stop_music1,stop music
16533,processed_262_stop_music2,stop music
16534,processed_263_increase_volume1,increase volume
16535,processed_263_increase_volume2,increase volume
16536,processed_263_next_song1,next song
16537,processed_263_next_song2,next song
16538,processed_263_pause_music1,pause music
16539,processed_263_pause_music2,pause music
16540,processed_263_play_spotify1,play spotify
16541,processed_263_play_spotify2,play spotify
16542,processed_263_reduce_volume1,reduce volume
16543,processed_263_reduce_volume2,reduce volume
16544,processed_263_skip_song1,skip song
16545,processed_263_skip_song2,skip song
16546,processed_263_stop_music1,stop music
16547,processed_263_stop_music2,stop music
16548,processed_264_increase_volume1,increase volume
16549,processed_264_increase_volume2,increase volume
16550,processed_264_next_song1,next song
16551,processed_264_next_song2,next song
16552,processed_264_pause_music1,pause music
16553,processed_264_pause_music2,pause music
16554,processed_264_play_spotify1,play spotify
16555,processed_264_play_spotify2,play spotify
16556,processed_264_reduce_volume1,reduce volume
16557,processed_264_reduce_volume2,reduce volume
16558,processed_264_skip_song1,skip song
16559,processed_264_skip_song2,skip song
16560,processed_264_stop_music1,stop music
16561,processed_264_stop_music2,stop music
16562,processed_265_increase_volume1,increase volume
16563,processed_265_increase_volume2,increase volume
16564,processed_265_next_song1,next song
16565,processed_265_next_song2,next song
16566,processed_265_pause_music1,pause music
16567,processed_265_pause_music2,pause music
16568,processed_265_play_spotify1,play spotify
16569,processed_265_play_spotify2,play spotify
16570,processed_265_reduce_volume1,reduce volume
16571,processed_265_reduce_volume2,reduce volume
16572,processed_265_skip_song1,skip song
16573,processed_265_skip_song2,skip song
16574,processed_265_stop_music1,stop music
16575,processed_265_stop_music2,stop music
16576,processed_266_increase_volume1,increase volume
16577,processed_266_increase_volume2,increase volume
16578,processed_266_next_song1,next song
16579,processed_266_next_song2,next song
16580,processed_266_pause_music1,pause music
16581,processed_266_pause_music2,pause music
16582,processed_266_play_spotify1,play spotify
16583,processed_266_play_spotify2,play spotify
16584,processed_266_reduce_volume1,reduce volume
16585,processed_266_reduce_volume2,reduce volume
16586,processed_266_skip_song1,skip song
16587,processed_266_skip_song2,skip song
16588,processed_266_stop_music1,stop music
16589,processed_266_stop_music2,stop music
16590,processed_267_increase_volume1,increase volume
16591,processed_267_increase_volume2,increase volume
16592,processed_267_next_song1,next song
16593,processed_267_next_song2,next song
16594,processed_267_pause_music1,pause music
16595,processed_267_pause_music2,pause music
16596,processed_267_play_spotify1,play spotify
16597,processed_267_play_spotify2,play spotify
16598,processed_267_reduce_volume1,reduce volume
16599,processed_267_reduce_volume2,reduce volume
16600,processed_267_skip_song1,skip song
16601,processed_267_skip_song2,skip song
16602,processed_267_stop_music1,stop music
16603,processed_267_stop_music2,stop music
16604,processed_268_increase_volume1,increase volume
16605,processed_268_increase_volume2,increase volume
16606,processed_268_next_song1,next song
16607,processed_268_next_song2,next song
16608,processed_268_pause_music1,pause music
16609,processed_268_pause_music2,pause music
16610,processed_268_play_spotify1,play spotify
16611,processed_268_play_spotify2,play spotify
16612,processed_268_reduce_volume1,reduce volume
16613,processed_268_reduce_volume2,reduce volume
16614,processed_268_skip_song1,skip song
16615,processed_268_skip_song2,skip song
16616,processed_268_stop_music1,stop music
16617,processed_268_stop_music2,stop music
16618,processed_269_increase_volume1,increase volume
16619,processed_269_increase_volume2,increase volume
16620,processed_269_next_song1,next song
16621,processed_269_next_song2,next song
16622,processed_269_pause_music1,pause music
16623,processed_269_pause_music2,pause music
16624,processed_269_play_spotify1,play spotify
16625,processed_269_play_spotify2,play spotify
16626,processed_269_reduce_volume1,reduce volume
16627,processed_269_reduce_volume2,reduce volume
16628,processed_269_skip_song1,skip song
16629,processed_269_skip_song2,skip song
16630,processed_269_stop_music1,stop music
16631,processed_269_stop_music2,stop music
16632,processed_26_increase_volume1,increase volume
16633,processed_26_increase_volume2,increase volume
16634,processed_26_next_song1,next song
16635,processed_26_next_song2,next song
16636,processed_26_pause_music1,pause music
16637,processed_26_pause_music2,pause music
16638,processed_26_play_spotify1,play spotify
16639,processed_26_play_spotify2,play spotify
16640,processed_26_reduce_volume1,reduce volume
16641,processed_26_reduce_volume2,reduce volume
16642,processed_26_skip_song1,skip song
16643,processed_26_skip_song2,skip song
16644,processed_26_stop_music1,stop music
16645,processed_26_stop_music2,stop music
16646,processed_270_increase_volume1,increase volume
16647,processed_270_increase_volume2,increase volume
16648,processed_270_next_song1,next song
16649,processed_270_next_song2,next song
16650,processed_270_pause_music1,pause music
16651,processed_270_pause_music2,pause music
16652,processed_270_play_spotify1,play spotify
16653,processed_270_play_spotify2,play spotify
16654,processed_270_reduce_volume1,reduce volume
16655,processed_270_reduce_volume2,reduce volume
16656,processed_270_skip_song1,skip song
16657,processed_270_skip_song2,skip song
16658,processed_270_stop_music1,stop music
16659,processed_270_stop_music2,stop music
16660,processed_271_increase_volume1,increase volume
16661,processed_271_increase_volume2,increase volume
16662,processed_271_next_song1,next song
16663,processed_271_next_song2,next song
16664,processed_271_pause_music1,pause music
16665,processed_271_pause_music2,pause music
16666,processed_271_play_spotify1,play spotify
16667,processed_271_play_spotify2,play spotify
16668,processed_271_reduce_volume1,reduce volume
16669,processed_271_reduce_volume2,reduce volume
16670,processed_271_skip_song1,skip song
16671,processed_271_skip_song2,skip song
16672,processed_271_stop_music1,stop music
16673,processed_271_stop_music2,stop music
16674,processed_272_increase_volume1,increase volume
16675,processed_272_increase_volume2,increase volume
16676,processed_272_next_song1,next song
16677,processed_272_next_song2,next song
16678,processed_272_pause_music1,pause music
16679,processed_272_pause_music2,pause music
16680,processed_272_play_spotify1,play spotify
16681,processed_272_play_spotify2,play spotify
16682,processed_272_reduce_volume1,reduce volume
16683,processed_272_reduce_volume2,reduce volume
16684,processed_272_skip_song1,skip song
16685,processed_272_skip_song2,skip song
16686,processed_272_stop_music1,stop music
16687,processed_272_stop_music2,stop music
16688,processed_273_increase_volume1,increase volume
16689,processed_273_increase_volume2,increase volume
16690,processed_273_next_song1,next song
16691,processed_273_next_song2,next song
16692,processed_273_pause_music1,pause music
16693,processed_273_pause_music2,pause music
16694,processed_273_play_spotify1,play spotify
16695,processed_273_play_spotify2,play spotify
16696,processed_273_reduce_volume1,reduce volume
16697,processed_273_reduce_volume2,reduce volume
16698,processed_273_skip_song1,skip song
16699,processed_273_skip_song2,skip song
16700,processed_273_stop_music1,stop music
16701,processed_273_stop_music2,stop music
16702,processed_274_increase_volume1,increase volume
16703,processed_274_increase_volume2,increase volume
16704,processed_274_next_song1,next song
16705,processed_274_next_song2,next song
16706,processed_274_pause_music1,pause music
16707,processed_274_pause_music2,pause music
16708,processed_274_play_spotify1,play spotify
16709,processed_274_play_spotify2,play spotify
16710,processed_274_reduce_volume1,reduce volume
16711,processed_274_reduce_volume2,reduce volume
16712,processed_274_skip_song1,skip song
16713,processed_274_skip_song2,skip song
16714,processed_274_stop_music1,stop music
16715,processed_274_stop_music2,stop music
16716,processed_275_increase_volume1,increase volume
16717,processed_275_increase_volume2,increase volume
16718,processed_275_next_song1,next song
16719,processed_275_next_song2,next song
16720,processed_275_pause_music1,pause music
16721,processed_275_pause_music2,pause music
16722,processed_275_play_spotify1,play spotify
16723,processed_275_play_spotify2,play spotify
16724,processed_275_reduce_volume1,reduce volume
16725,processed_275_reduce_volume2,reduce volume
16726,processed_275_skip_song1,skip song
16727,processed_275_skip_song2,skip song
16728,processed_275_stop_music1,stop music
16729,processed_275_stop_music2,stop music
16730,processed_276_increase_volume1,increase volume
16731,processed_276_increase_volume2,increase volume
16732,processed_276_next_song1,next song
16733,processed_276_next_song2,next song
16734,processed_276_pause_music1,pause music
16735,processed_276_pause_music2,pause music
16736,processed_276_play_spotify1,play spotify
16737,processed_276_play_spotify2,play spotify
16738,processed_276_reduce_volume1,reduce volume
16739,processed_276_reduce_volume2,reduce volume
16740,processed_276_skip_song1,skip song
16741,processed_276_skip_song2,skip song
16742,processed_276_stop_music1,stop music
16743,processed_276_stop_music2,stop music
16744,processed_277_increase_volume1,increase volume
16745,processed_277_increase_volume2,increase volume
16746,processed_277_next_song1,next song
16747,processed_277_next_song2,next song
16748,processed_277_pause_music1,pause music
16749,processed_277_pause_music2,pause music
16750,processed_277_play_spotify1,play spotify
16751,processed_277_play_spotify2,play spotify
16752,processed_277_reduce_volume1,reduce volume
16753,processed_277_reduce_volume2,reduce volume
16754,processed_277_skip_song1,skip song
16755,processed_277_skip_song2,skip song
16756,processed_277_stop_music1,stop music
16757,processed_277_stop_music2,stop music
16758,processed_278_increase_volume1,increase volume
16759,processed_278_increase_volume2,increase volume
16760,processed_278_next_song1,next song
16761,processed_278_next_song2,next song
16762,processed_278_pause_music1,pause music
16763,processed_278_pause_music2,pause music
16764,processed_278_play_spotify1,play spotify
16765,processed_278_play_spotify2,play spotify
16766,processed_278_reduce_volume1,reduce volume
16767,processed_278_reduce_volume2,reduce volume
16768,processed_278_skip_song1,skip song
16769,processed_278_skip_song2,skip song
16770,processed_278_stop_music1,stop music
16771,processed_278_stop_music2,stop music
16772,processed_279_increase_volume1,increase volume
16773,processed_279_increase_volume2,increase volume
16774,processed_279_next_song1,next song
16775,processed_279_next_song2,next song
16776,processed_279_pause_music1,pause music
16777,processed_279_pause_music2,pause music
16778,processed_279_play_spotify1,play spotify
16779,processed_279_play_spotify2,play spotify
16780,processed_279_reduce_volume1,reduce volume
16781,processed_279_reduce_volume2,reduce volume
16782,processed_279_skip_song1,skip song
16783,processed_279_skip_song2,skip song
16784,processed_279_stop_music1,stop music
16785,processed_279_stop_music2,stop music
16786,processed_27_increase_volume1,increase volume
16787,processed_27_increase_volume2,increase volume
16788,processed_27_next_song1,next song
16789,processed_27_next_song2,next song
16790,processed_27_pause_music1,pause music
16791,processed_27_pause_music2,pause music
16792,processed_27_play_spotify1,play spotify
16793,processed_27_play_spotify2,play spotify
16794,processed_27_reduce_volume1,reduce volume
16795,processed_27_reduce_volume2,reduce volume
16796,processed_27_skip_song1,skip song
16797,processed_27_skip_song2,skip song
16798,processed_27_stop_music1,stop music
16799,processed_27_stop_music2,stop music
16800,processed_280_increase_volume1,increase volume
16801,processed_280_increase_volume2,increase volume
16802,processed_280_next_song1,next song
16803,processed_280_next_song2,next song
16804,processed_280_pause_music1,pause music
16805,processed_280_pause_music2,pause music
16806,processed_280_play_spotify1,play spotify
16807,processed_280_play_spotify2,play spotify
16808,processed_280_reduce_volume1,reduce volume
16809,processed_280_reduce_volume2,reduce volume
16810,processed_280_skip_song1,skip song
16811,processed_280_skip_song2,skip song
16812,processed_280_stop_music1,stop music
16813,processed_280_stop_music2,stop music
16814,processed_281_increase_volume1,increase volume
16815,processed_281_increase_volume2,increase volume
16816,processed_281_next_song1,next song
16817,processed_281_next_song2,next song
16818,processed_281_pause_music1,pause music
16819,processed_281_pause_music2,pause music
16820,processed_281_play_spotify1,play spotify
16821,processed_281_play_spotify2,play spotify
16822,processed_281_reduce_volume1,reduce volume
16823,processed_281_reduce_volume2,reduce volume
16824,processed_281_skip_song1,skip song
16825,processed_281_skip_song2,skip song
16826,processed_281_stop_music1,stop music
16827,processed_281_stop_music2,stop music
16828,processed_282_increase_volume1,increase volume
16829,processed_282_increase_volume2,increase volume
16830,processed_282_next_song1,next song
16831,processed_282_next_song2,next song
16832,processed_282_pause_music1,pause music
16833,processed_282_pause_music2,pause music
16834,processed_282_play_spotify1,play spotify
16835,processed_282_play_spotify2,play spotify
16836,processed_282_reduce_volume1,reduce volume
16837,processed_282_reduce_volume2,reduce volume
16838,processed_282_skip_song1,skip song
16839,processed_282_skip_song2,skip song
16840,processed_282_stop_music1,stop music
16841,processed_282_stop_music2,stop music
16842,processed_283_increase_volume1,increase volume
16843,processed_283_increase_volume2,increase volume
16844,processed_283_next_song1,next song
16845,processed_283_next_song2,next song
16846,processed_283_pause_music1,pause music
16847,processed_283_pause_music2,pause music
16848,processed_283_play_spotify1,play spotify
16849,processed_283_play_spotify2,play spotify
16850,processed_283_reduce_volume1,reduce volume
16851,processed_283_reduce_volume2,reduce volume
16852,processed_283_skip_song1,skip song
16853,processed_283_skip_song2,skip song
16854,processed_283_stop_music1,stop music
16855,processed_283_stop_music2,stop music
16856,processed_284_increase_volume1,increase volume
16857,processed_284_increase_volume2,increase volume
16858,processed_284_next_song1,next song
16859,processed_284_next_song2,next song
16860,processed_284_pause_music1,pause music
16861,processed_284_pause_music2,pause music
16862,processed_284_play_spotify1,play spotify
16863,processed_284_play_spotify2,play spotify
16864,processed_284_reduce_volume1,reduce volume
16865,processed_284_reduce_volume2,reduce volume
16866,processed_284_skip_song1,skip song
16867,processed_284_skip_song2,skip song
16868,processed_284_stop_music1,stop music
16869,processed_284_stop_music2,stop music
16870,processed_285_increase_volume1,increase volume
16871,processed_285_increase_volume2,increase volume
16872,processed_285_next_song1,next song
16873,processed_285_next_song2,next song
16874,processed_285_pause_music1,pause music
16875,processed_285_pause_music2,pause music
16876,processed_285_play_spotify1,play spotify
16877,processed_285_play_spotify2,play spotify
16878,processed_285_reduce_volume1,reduce volume
16879,processed_285_reduce_volume2,reduce volume
16880,processed_285_skip_song1,skip song
16881,processed_285_skip_song2,skip song
16882,processed_285_stop_music1,stop music
16883,processed_285_stop_music2,stop music
16884,processed_286_increase_volume1,increase volume
16885,processed_286_increase_volume2,increase volume
16886,processed_286_next_song1,next song
16887,processed_286_next_song2,next song
16888,processed_286_pause_music1,pause music
16889,processed_286_pause_music2,pause music
16890,processed_286_play_spotify1,play spotify
16891,processed_286_play_spotify2,play spotify
16892,processed_286_reduce_volume1,reduce volume
16893,processed_286_reduce_volume2,reduce volume
16894,processed_286_skip_song1,skip song
16895,processed_286_skip_song2,skip song
16896,processed_286_stop_music1,stop music
16897,processed_286_stop_music2,stop music
16898,processed_287_increase_volume1,increase volume
16899,processed_287_increase_volume2,increase volume
16900,processed_287_next_song1,next song
16901,processed_287_next_song2,next song
16902,processed_287_pause_music1,pause music
16903,processed_287_pause_music2,pause music
16904,processed_287_play_spotify1,play spotify
16905,processed_287_play_spotify2,play spotify
16906,processed_287_reduce_volume1,reduce volume
16907,processed_287_reduce_volume2,reduce volume
16908,processed_287_skip_song1,skip song
16909,processed_287_skip_song2,skip song
16910,processed_287_stop_music1,stop music
16911,processed_287_stop_music2,stop music
16912,processed_288_increase_volume1,increase volume
16913,processed_288_increase_volume2,increase volume
16914,processed_288_next_song1,next song
16915,processed_288_next_song2,next song
16916,processed_288_pause_music1,pause music
16917,processed_288_pause_music2,pause music
16918,processed_288_play_spotify1,play spotify
16919,processed_288_play_spotify2,play spotify
16920,processed_288_reduce_volume1,reduce volume
16921,processed_288_reduce_volume2,reduce volume
16922,processed_288_skip_song1,skip song
16923,processed_288_skip_song2,skip song
16924,processed_288_stop_music1,stop music
16925,processed_288_stop_music2,stop music
16926,processed_289_increase_volume1,increase volume
16927,processed_289_increase_volume2,increase volume
16928,processed_289_next_song1,next song
16929,processed_289_next_song2,next song
16930,processed_289_pause_music1,pause music
16931,processed_289_pause_music2,pause music
16932,processed_289_play_spotify1,play spotify
16933,processed_289_play_spotify2,play spotify
16934,processed_289_reduce_volume1,reduce volume
16935,processed_289_reduce_volume2,reduce volume
16936,processed_289_skip_song1,skip song
16937,processed_289_skip_song2,skip song
16938,processed_289_stop_music1,stop music
16939,processed_289_stop_music2,stop music
16940,processed_28_increase_volume1,increase volume
16941,processed_28_increase_volume2,increase volume
16942,processed_28_next_song1,next song
16943,processed_28_next_song2,next song
16944,processed_28_pause_music1,pause music
16945,processed_28_pause_music2,pause music
16946,processed_28_play_spotify1,play spotify
16947,processed_28_play_spotify2,play spotify
16948,processed_28_reduce_volume1,reduce volume
16949,processed_28_reduce_volume2,reduce volume
16950,processed_28_skip_song1,skip song
16951,processed_28_skip_song2,skip song
16952,processed_28_stop_music1,stop music
16953,processed_28_stop_music2,stop music
16954,processed_290_increase_volume1,increase volume
16955,processed_290_increase_volume2,increase volume
16956,processed_290_next_song1,next song
16957,processed_290_next_song2,next song
16958,processed_290_pause_music1,pause music
16959,processed_290_pause_music2,pause music
16960,processed_290_play_spotify1,play spotify
16961,processed_290_play_spotify2,play spotify
16962,processed_290_reduce_volume1,reduce volume
16963,processed_290_reduce_volume2,reduce volume
16964,processed_290_skip_song1,skip song
16965,processed_290_skip_song2,skip song
16966,processed_290_stop_music1,stop music
16967,processed_290_stop_music2,stop music
16968,processed_291_increase_volume1,increase volume
16969,processed_291_increase_volume2,increase volume
16970,processed_291_next_song1,next song
16971,processed_291_next_song2,next song
16972,processed_291_pause_music1,pause music
16973,processed_291_pause_music2,pause music
16974,processed_291_play_spotify1,play spotify
16975,processed_291_play_spotify2,play spotify
16976,processed_291_reduce_volume1,reduce volume
16977,processed_291_reduce_volume2,reduce volume
16978,processed_291_skip_song1,skip song
16979,processed_291_skip_song2,skip song
16980,processed_291_stop_music1,stop music
16981,processed_291_stop_music2,stop music
16982,processed_292_increase_volume1,increase volume
16983,processed_292_increase_volume2,increase volume
16984,processed_292_next_song1,next song
16985,processed_292_next_song2,next song
16986,processed_292_pause_music1,pause music
16987,processed_292_pause_music2,pause music
16988,processed_292_play_spotify1,play spotify
16989,processed_292_play_spotify2,play spotify
16990,processed_292_reduce_volume1,reduce volume
16991,processed_292_reduce_volume2,reduce volume
16992,processed_292_skip_song1,skip song
16993,processed_292_skip_song2,skip song
16994,processed_292_stop_music1,stop music
16995,processed_292_stop_music2,stop music
16996,processed_293_increase_volume1,increase volume
16997,processed_293_increase_volume2,increase volume
16998,processed_293_next_song1,next song
16999,processed_293_next_song2,next song
17000,processed_293_pause_music1,pause music
17001,processed_293_pause_music2,pause music
17002,processed_293_play_spotify1,play spotify
17003,processed_293_play_spotify2,play spotify
17004,processed_293_reduce_volume1,reduce volume
17005,processed_293_reduce_volume2,reduce volume
17006,processed_293_skip_song1,skip song
17007,processed_293_skip_song2,skip song
17008,processed_293_stop_music1,stop music
17009,processed_293_stop_music2,stop music
17010,processed_294_increase_volume1,increase volume
17011,processed_294_increase_volume2,increase volume
17012,processed_294_next_song1,next song
17013,processed_294_next_song2,next song
17014,processed_294_pause_music1,pause music
17015,processed_294_pause_music2,pause music
17016,processed_294_play_spotify1,play spotify
17017,processed_294_play_spotify2,play spotify
17018,processed_294_reduce_volume1,reduce volume
17019,processed_294_reduce_volume2,reduce volume
17020,processed_294_skip_song1,skip song
17021,processed_294_skip_song2,skip song
17022,processed_294_stop_music1,stop music
17023,processed_294_stop_music2,stop music
17024,processed_295_increase_volume1,increase volume
17025,processed_295_increase_volume2,increase volume
17026,processed_295_next_song1,next song
17027,processed_295_next_song2,next song
17028,processed_295_pause_music1,pause music
17029,processed_295_pause_music2,pause music
17030,processed_295_play_spotify1,play spotify
17031,processed_295_play_spotify2,play spotify
17032,processed_295_reduce_volume1,reduce volume
17033,processed_295_reduce_volume2,reduce volume
17034,processed_295_skip_song1,skip song
17035,processed_295_skip_song2,skip song
17036,processed_295_stop_music1,stop music
17037,processed_295_stop_music2,stop music
17038,processed_296_increase_volume1,increase volume
17039,processed_296_increase_volume2,increase volume
17040,processed_296_next_song1,next song
17041,processed_296_next_song2,next song
17042,processed_296_pause_music1,pause music
17043,processed_296_pause_music2,pause music
17044,processed_296_play_spotify1,play spotify
17045,processed_296_play_spotify2,play spotify
17046,processed_296_reduce_volume1,reduce volume
17047,processed_296_reduce_volume2,reduce volume
17048,processed_296_skip_song1,skip song
17049,processed_296_skip_song2,skip song
17050,processed_296_stop_music1,stop music
17051,processed_296_stop_music2,stop music
17052,processed_297_increase_volume1,increase volume
17053,processed_297_increase_volume2,increase volume
17054,processed_297_next_song1,next song
17055,processed_297_next_song2,next song
17056,processed_297_pause_music1,pause music
17057,processed_297_pause_music2,pause music
17058,processed_297_play_spotify1,play spotify
17059,processed_297_play_spotify2,play spotify
17060,processed_297_reduce_volume1,reduce volume
17061,processed_297_reduce_volume2,reduce volume
17062,processed_297_skip_song1,skip song
17063,processed_297_skip_song2,skip song
17064,processed_297_stop_music1,stop music
17065,processed_297_stop_music2,stop music
17066,processed_298_increase_volume1,increase volume
17067,processed_298_increase_volume2,increase volume
17068,processed_298_next_song1,next song
17069,processed_298_next_song2,next song
17070,processed_298_pause_music1,pause music
17071,processed_298_pause_music2,pause music
17072,processed_298_play_spotify1,play spotify
17073,processed_298_play_spotify2,play spotify
17074,processed_298_reduce_volume1,reduce volume
17075,processed_298_reduce_volume2,reduce volume
17076,processed_298_skip_song1,skip song
17077,processed_298_skip_song2,skip song
17078,processed_298_stop_music1,stop music
17079,processed_298_stop_music2,stop music
17080,processed_299_increase_volume1,increase volume
17081,processed_299_increase_volume2,increase volume
17082,processed_299_next_song1,next song
17083,processed_299_next_song2,next song
17084,processed_299_pause_music1,pause music
17085,processed_299_pause_music2,pause music
17086,processed_299_play_spotify1,play spotify
17087,processed_299_play_spotify2,play spotify
17088,processed_299_reduce_volume1,reduce volume
17089,processed_299_reduce_volume2,reduce volume
17090,processed_299_skip_song1,skip song
17091,processed_299_skip_song2,skip song
17092,processed_299_stop_music1,stop music
17093,processed_299_stop_music2,stop music
17094,processed_29_increase_volume1,increase volume
17095,processed_29_increase_volume2,increase volume
17096,processed_29_next_song1,next song
17097,processed_29_next_song2,next song
17098,processed_29_pause_music1,pause music
17099,processed_29_pause_music2,pause music
17100,processed_29_play_spotify1,play spotify
17101,processed_29_play_spotify2,play spotify
17102,processed_29_reduce_volume1,reduce volume
17103,processed_29_reduce_volume2,reduce volume
17104,processed_29_skip_song1,skip song
17105,processed_29_skip_song2,skip song
17106,processed_29_stop_music1,stop music
17107,processed_29_stop_music2,stop music
17108,processed_2_increase_volume1,increase volume
17109,processed_2_increase_volume2,increase volume
17110,processed_2_next_song1,next song
17111,processed_2_next_song2,next song
17112,processed_2_pause_music1,pause music
17113,processed_2_pause_music2,pause music
17114,processed_2_play_spotify1,play spotify
17115,processed_2_play_spotify2,play spotify
17116,processed_2_reduce_volume1,reduce volume
17117,processed_2_reduce_volume2,reduce volume
17118,processed_2_skip_song1,skip song
17119,processed_2_skip_song2,skip song
17120,processed_2_stop_music1,stop music
17121,processed_2_stop_music2,stop music
17122,processed_300_increase_volume1,increase volume
17123,processed_300_increase_volume2,increase volume
17124,processed_300_next_song1,next song
17125,processed_300_next_song2,next song
17126,processed_300_pause_music1,pause music
17127,processed_300_pause_music2,pause music
17128,processed_300_play_spotify1,play spotify
17129,processed_300_play_spotify2,play spotify
17130,processed_300_reduce_volume1,reduce volume
17131,processed_300_reduce_volume2,reduce volume
17132,processed_300_skip_song1,skip song
17133,processed_300_skip_song2,skip song
17134,processed_300_stop_music1,stop music
17135,processed_300_stop_music2,stop music
17136,processed_301_increase_volume1,increase volume
17137,processed_301_increase_volume2,increase volume
17138,processed_301_next_song1,next song
17139,processed_301_next_song2,next song
17140,processed_301_pause_music1,pause music
17141,processed_301_pause_music2,pause music
17142,processed_301_play_spotify1,play spotify
17143,processed_301_play_spotify2,play spotify
17144,processed_301_reduce_volume1,reduce volume
17145,processed_301_reduce_volume2,reduce volume
17146,processed_301_skip_song1,skip song
17147,processed_301_skip_song2,skip song
17148,processed_301_stop_music1,stop music
17149,processed_301_stop_music2,stop music
17150,processed_302_increase_volume1,increase volume
17151,processed_302_increase_volume2,increase volume
17152,processed_302_next_song1,next song
17153,processed_302_next_song2,next song
17154,processed_302_pause_music1,pause music
17155,processed_302_pause_music2,pause music
17156,processed_302_play_spotify1,play spotify
17157,processed_302_play_spotify2,play spotify
17158,processed_302_reduce_volume1,reduce volume
17159,processed_302_reduce_volume2,reduce volume
17160,processed_302_skip_song1,skip song
